Date,Q,P,T
31.08.1985 00:00:00,2.24,0,23.81
01.09.1985 00:00:00,2.06,2.6,18.84
02.09.1985 00:00:00,2.06,0,14.21
03.09.1985 00:00:00,2.06,5.2,13.09
04.09.1985 00:00:00,2.06,0,12.02
05.09.1985 00:00:00,2.06,6.8,9.53
06.09.1985 00:00:00,2.12,1,10.24
07.09.1985 00:00:00,2.36,5.9,10.61
08.09.1985 00:00:00,2.41,0,11.52
09.09.1985 00:00:00,2.4,0,11.99
10.09.1985 00:00:00,2.31,0,10.07
11.09.1985 00:00:00,2.18,0,11.07
12.09.1985 00:00:00,2.08,0,14.73
13.09.1985 00:00:00,2.09,0,18.29
14.09.1985 00:00:00,2.08,12.2,13.05
15.09.1985 00:00:00,2.21,0,13.14
16.09.1985 00:00:00,2.39,1.7,15.21
17.09.1985 00:00:00,2.31,1.9,14.79
18.09.1985 00:00:00,2.25,0,13.37
19.09.1985 00:00:00,2.34,0,11.08
20.09.1985 00:00:00,2.36,2.1,10.84
21.09.1985 00:00:00,2.41,0,11.64
22.09.1985 00:00:00,2.41,6,11.57
23.09.1985 00:00:00,2.23,0,10.74
24.09.1985 00:00:00,2.17,0,11.35
25.09.1985 00:00:00,2.31,0,9.9
26.09.1985 00:00:00,2.3,0,10.42
27.09.1985 00:00:00,2.12,0,9.01
28.09.1985 00:00:00,2.13,0,9.18
29.09.1985 00:00:00,2.12,0,8.74
30.09.1985 00:00:00,2.23,0,8.11
01.10.1985 00:00:00,2.21,0,7.76
02.10.1985 00:00:00,2.29,0,9.32
03.10.1985 00:00:00,2.17,0,10.5
04.10.1985 00:00:00,2.06,0,9.18
05.10.1985 00:00:00,2.08,1,11.11
06.10.1985 00:00:00,2.08,11.8,13.02
07.10.1985 00:00:00,2.24,0,14.15
08.10.1985 00:00:00,2.07,0,12.25
09.10.1985 00:00:00,2.08,4.1,11.81
10.10.1985 00:00:00,2.13,0,8
11.10.1985 00:00:00,2.22,0,4.26
12.10.1985 00:00:00,2.06,0,3.31
13.10.1985 00:00:00,2.06,2.6,2.12
14.10.1985 00:00:00,2.06,4.1,2.36
15.10.1985 00:00:00,2.06,3.3,3.36
16.10.1985 00:00:00,2.06,5.3,4.82
17.10.1985 00:00:00,2.06,0,5.39
18.10.1985 00:00:00,2.06,1.5,5.93
19.10.1985 00:00:00,2.06,0,5.9
20.10.1985 00:00:00,2.06,2.4,6.42
21.10.1985 00:00:00,2.06,0,6.69
22.10.1985 00:00:00,2.06,1.6,7.41
23.10.1985 00:00:00,2.06,0,7.3
24.10.1985 00:00:00,2.06,0,4.81
25.10.1985 00:00:00,2.06,0,8.08
26.10.1985 00:00:00,2.06,0,8.91
27.10.1985 00:00:00,2.06,0,5.6
28.10.1985 00:00:00,2.06,0,5.45
29.10.1985 00:00:00,2.06,0,5.59
30.10.1985 00:00:00,2.06,0,7.87
31.10.1985 00:00:00,2.06,0,5.02
01.11.1985 00:00:00,2.06,0,3.92
02.11.1985 00:00:00,2.06,0,1.59
03.11.1985 00:00:00,2.06,0,1.45
04.11.1985 00:00:00,2.06,0,4.36
05.11.1985 00:00:00,2.06,0,7.1
06.11.1985 00:00:00,2.06,3.5,9.13
07.11.1985 00:00:00,2.06,0.9,13.28
08.11.1985 00:00:00,2.06,0,10.39
09.11.1985 00:00:00,2.06,0.9,12.4
10.11.1985 00:00:00,2.06,0,12.79
11.11.1985 00:00:00,2.06,0,11.15
12.11.1985 00:00:00,2.06,0,9.01
13.11.1985 00:00:00,2.06,3.3,7.53
14.11.1985 00:00:00,2.06,12.4,6.67
15.11.1985 00:00:00,2.56,8.2,9.03
16.11.1985 00:00:00,2.78,2.5,9.48
17.11.1985 00:00:00,2.95,10.8,10.14
18.11.1985 00:00:00,3.17,1.6,11.78
19.11.1985 00:00:00,3.89,30.5,10.21
20.11.1985 00:00:00,8.86,8.9,6.14
21.11.1985 00:00:00,11.23,1.6,2.22
22.11.1985 00:00:00,11.43,3.3,-0.42
23.11.1985 00:00:00,10.41,0,-0.08
24.11.1985 00:00:00,9.16,1.1,0.51
25.11.1985 00:00:00,8.4,1.8,0.59
26.11.1985 00:00:00,7.46,0,1.15
27.11.1985 00:00:00,7.14,0,-1.17
28.11.1985 00:00:00,6.91,5.5,-0.29
29.11.1985 00:00:00,7.48,18.6,4.11
30.11.1985 00:00:00,12.48,20.9,7.18
01.12.1985 00:00:00,20.18,18.3,8.08
02.12.1985 00:00:00,23.63,0,8
03.12.1985 00:00:00,23.22,0,5.46
04.12.1985 00:00:00,21.39,1.6,2.09
05.12.1985 00:00:00,19.32,0,4.67
06.12.1985 00:00:00,17.85,0,4.43
07.12.1985 00:00:00,16.5,0,4.51
08.12.1985 00:00:00,16.23,0,1.93
09.12.1985 00:00:00,16.26,4.1,2.78
10.12.1985 00:00:00,16.04,0,1.94
11.12.1985 00:00:00,16.19,11.1,1.7
12.12.1985 00:00:00,17.93,0,5.36
13.12.1985 00:00:00,19.18,1.2,6
14.12.1985 00:00:00,19.14,0,4.71
15.12.1985 00:00:00,18.28,0,4.25
16.12.1985 00:00:00,17.24,5.1,5.17
17.12.1985 00:00:00,16.68,1,9.4
18.12.1985 00:00:00,16.26,2.7,9.02
19.12.1985 00:00:00,16.04,0,8.96
20.12.1985 00:00:00,15.6,0,5.81
21.12.1985 00:00:00,15.22,4.5,6.27
22.12.1985 00:00:00,14.82,1,8.53
23.12.1985 00:00:00,14.39,0,5.39
24.12.1985 00:00:00,13.52,0,6.46
25.12.1985 00:00:00,12.93,0,9.21
26.12.1985 00:00:00,12.39,0,8.02
27.12.1985 00:00:00,11.89,0,3.04
28.12.1985 00:00:00,11,0,1.01
29.12.1985 00:00:00,10.6,0,1.65
30.12.1985 00:00:00,10.12,0,1.41
31.12.1985 00:00:00,9.47,4.5,-2.44
01.01.1986 00:00:00,8.9,0,0.24
02.01.1986 00:00:00,8.79,3.6,-0.73
03.01.1986 00:00:00,8.3,1.1,-1.47
04.01.1986 00:00:00,8.28,5.8,-2.69
05.01.1986 00:00:00,7.92,2.7,0.64
06.01.1986 00:00:00,8.04,1.5,1.3
07.01.1986 00:00:00,8.79,2.8,2.44
08.01.1986 00:00:00,9.77,0,1.48
09.01.1986 00:00:00,10.77,0,0.41
10.01.1986 00:00:00,11.57,3.7,4.19
11.01.1986 00:00:00,12.28,7.3,4.03
12.01.1986 00:00:00,13.43,6.5,3.28
13.01.1986 00:00:00,15.35,8,2.56
14.01.1986 00:00:00,17.71,0.9,1.15
15.01.1986 00:00:00,18.52,5.9,0.17
16.01.1986 00:00:00,18.5,4.2,-2.08
17.01.1986 00:00:00,17.74,0,-3.41
18.01.1986 00:00:00,16.9,0,-8.14
19.01.1986 00:00:00,16.04,0,-10.03
20.01.1986 00:00:00,15.31,1.8,-6.23
21.01.1986 00:00:00,14.63,0,-8.79
22.01.1986 00:00:00,13.93,3.7,-12.22
23.01.1986 00:00:00,13.07,0,-4.17
24.01.1986 00:00:00,12.56,6.5,0.5
25.01.1986 00:00:00,12.83,0,1.43
26.01.1986 00:00:00,14.65,0,1.98
27.01.1986 00:00:00,17.18,0,6.56
28.01.1986 00:00:00,18.79,1.1,6.34
29.01.1986 00:00:00,19.27,0,3.6
30.01.1986 00:00:00,18.64,5.7,5.59
31.01.1986 00:00:00,17.99,10.8,2.59
01.02.1986 00:00:00,18.92,1.9,9.31
02.02.1986 00:00:00,20.29,6,8.67
03.02.1986 00:00:00,20.96,2.9,2.81
04.02.1986 00:00:00,20.55,7.5,0.76
05.02.1986 00:00:00,20.07,2.2,1.81
06.02.1986 00:00:00,20.52,0,3.99
07.02.1986 00:00:00,20.86,0,3.83
08.02.1986 00:00:00,20.95,10,5.58
09.02.1986 00:00:00,21.85,12.8,5.83
10.02.1986 00:00:00,23.25,2.9,2.11
11.02.1986 00:00:00,23.3,1.8,2.06
12.02.1986 00:00:00,23.44,0,0.98
13.02.1986 00:00:00,23.94,7.9,-0.63
14.02.1986 00:00:00,24.89,0.8,4.86
15.02.1986 00:00:00,25.05,1,2.65
16.02.1986 00:00:00,24.99,0,-0.6
17.02.1986 00:00:00,25.38,0.8,-0.2
18.02.1986 00:00:00,24.82,0,1.21
19.02.1986 00:00:00,24.12,0,-0.31
20.02.1986 00:00:00,23.49,23.9,1.47
21.02.1986 00:00:00,27.09,2.7,9.32
22.02.1986 00:00:00,27,6.4,8.86
23.02.1986 00:00:00,26.21,4.2,1.24
24.02.1986 00:00:00,25.38,0,0.79
25.02.1986 00:00:00,25.7,0,-1.68
26.02.1986 00:00:00,26.02,0,-2.29
27.02.1986 00:00:00,26.69,0,0.08
28.02.1986 00:00:00,26.87,0,0.76
NaT,26.13,2.9,0.05
01.03.1986 00:00:00,25.35,3.4,-0.65
02.03.1986 00:00:00,25.24,5.5,2.22
03.03.1986 00:00:00,24.92,0,1.09
04.03.1986 00:00:00,24.98,0,2.28
05.03.1986 00:00:00,25.01,4.6,4.02
06.03.1986 00:00:00,24.56,1.4,2.48
07.03.1986 00:00:00,24.4,1,1.16
08.03.1986 00:00:00,23.74,0,-0.15
09.03.1986 00:00:00,23.3,0,1.03
10.03.1986 00:00:00,22.89,0,1.23
11.03.1986 00:00:00,22.74,0,3.18
12.03.1986 00:00:00,22.28,0,2.24
13.03.1986 00:00:00,21.79,0,1.37
14.03.1986 00:00:00,21.28,0,1.53
15.03.1986 00:00:00,21.06,0.9,1.19
16.03.1986 00:00:00,20.78,0,2.58
17.03.1986 00:00:00,20.3,0,3.04
18.03.1986 00:00:00,19.76,0,4.1
19.03.1986 00:00:00,19.18,0,4.42
20.03.1986 00:00:00,18.55,0,3.72
21.03.1986 00:00:00,18.25,2,3.87
22.03.1986 00:00:00,17.87,0,4.13
23.03.1986 00:00:00,17,1.5,3.24
24.03.1986 00:00:00,16.8,0.8,4.13
25.03.1986 00:00:00,16.26,6.8,4.26
26.03.1986 00:00:00,16.05,0,5.18
27.03.1986 00:00:00,15.39,0,4.77
28.03.1986 00:00:00,14.82,8.8,6.09
29.03.1986 00:00:00,14.82,0.9,6.6
30.03.1986 00:00:00,14.72,2.2,6.69
31.03.1986 00:00:00,14.31,12.8,7.37
01.04.1986 00:00:00,15.84,0,3.9
02.04.1986 00:00:00,16.56,0,9.06
03.04.1986 00:00:00,17,0,9.94
04.04.1986 00:00:00,16.97,1.3,12.38
05.04.1986 00:00:00,16.4,2.2,13.29
06.04.1986 00:00:00,15.48,0,10.59
07.04.1986 00:00:00,14.78,0.7,7.7
08.04.1986 00:00:00,14.01,0,7.23
09.04.1986 00:00:00,13.01,0,7.67
10.04.1986 00:00:00,12.34,0,7.87
11.04.1986 00:00:00,11.47,0,6.25
12.04.1986 00:00:00,10.73,0,8.09
13.04.1986 00:00:00,10.21,4.7,9.49
14.04.1986 00:00:00,9.65,0,8.73
15.04.1986 00:00:00,8.99,2.6,7.48
16.04.1986 00:00:00,8.9,18.6,9.19
17.04.1986 00:00:00,8.9,2.1,7.24
18.04.1986 00:00:00,8.49,0,7.25
19.04.1986 00:00:00,8.26,0,5.51
20.04.1986 00:00:00,7.78,0,5.96
21.04.1986 00:00:00,7.79,0,8.49
22.04.1986 00:00:00,7.51,0,9.09
23.04.1986 00:00:00,7.16,2.6,4.36
24.04.1986 00:00:00,7.14,2.8,1.15
25.04.1986 00:00:00,7.14,11.9,2.37
26.04.1986 00:00:00,7.14,3.1,2.83
27.04.1986 00:00:00,7.14,1.3,2.69
28.04.1986 00:00:00,6.75,0,3.73
29.04.1986 00:00:00,6.57,0,5.21
30.04.1986 00:00:00,6.29,0,9.68
01.05.1986 00:00:00,6.03,0,11
02.05.1986 00:00:00,6.03,0,10.12
03.05.1986 00:00:00,6.03,12.3,8.22
04.05.1986 00:00:00,6.03,0,7.33
05.05.1986 00:00:00,6.03,0,11.58
06.05.1986 00:00:00,6.03,0,13.94
07.05.1986 00:00:00,5.93,0,15.86
08.05.1986 00:00:00,5.5,0,16.19
09.05.1986 00:00:00,5.5,0,16.68
10.05.1986 00:00:00,5.5,0,15.9
11.05.1986 00:00:00,5.48,0,15.32
12.05.1986 00:00:00,5.19,0,15
13.05.1986 00:00:00,5.01,0,14.5
14.05.1986 00:00:00,4.93,0,8.97
15.05.1986 00:00:00,4.53,4.2,5.83
16.05.1986 00:00:00,4.5,0,6.75
17.05.1986 00:00:00,4.5,0,8.07
18.05.1986 00:00:00,4.5,0,11.2
19.05.1986 00:00:00,4.47,0,11.87
20.05.1986 00:00:00,4.11,0,12.51
21.05.1986 00:00:00,4.03,0,14.99
22.05.1986 00:00:00,4.03,3.9,18.57
23.05.1986 00:00:00,4.03,11.1,13.34
24.05.1986 00:00:00,4.03,0,12.11
25.05.1986 00:00:00,4.03,0,12.51
26.05.1986 00:00:00,4.03,0,14.46
27.05.1986 00:00:00,3.89,1.3,14.71
28.05.1986 00:00:00,3.64,7.8,17.04
29.05.1986 00:00:00,3.7,4.6,18.74
30.05.1986 00:00:00,3.49,1.8,15.74
31.05.1986 00:00:00,3.24,10.9,15.78
01.06.1986 00:00:00,3.59,14.5,15.15
02.06.1986 00:00:00,4.04,5.2,15
03.06.1986 00:00:00,4.68,26.3,14.14
04.06.1986 00:00:00,6.52,0,17.09
05.06.1986 00:00:00,6.28,8.6,18.08
06.06.1986 00:00:00,6.75,5.2,16.21
07.06.1986 00:00:00,7.14,0,18.07
08.06.1986 00:00:00,7.14,1.2,16.63
09.06.1986 00:00:00,7.14,0,14.17
10.06.1986 00:00:00,6.91,0,14.78
11.06.1986 00:00:00,6.57,1.7,14.55
12.06.1986 00:00:00,6.67,9.2,15.29
13.06.1986 00:00:00,6.8,6.1,14.55
14.06.1986 00:00:00,7.33,12.1,14.82
15.06.1986 00:00:00,8.84,5,13.72
16.06.1986 00:00:00,8.96,20,12.96
17.06.1986 00:00:00,15.38,16.7,13.65
18.06.1986 00:00:00,19.76,1.5,14.01
19.06.1986 00:00:00,19.73,0,13.33
20.06.1986 00:00:00,18.33,2,14.81
21.06.1986 00:00:00,16.88,0,16.34
22.06.1986 00:00:00,15.72,0,19.68
23.06.1986 00:00:00,14.85,0,22.53
24.06.1986 00:00:00,14.79,0,24.38
25.06.1986 00:00:00,14.34,0,21.68
26.06.1986 00:00:00,13.14,0,16.35
27.06.1986 00:00:00,12.34,0,15.54
28.06.1986 00:00:00,11.76,8.5,16.73
29.06.1986 00:00:00,11.16,0,18.06
30.06.1986 00:00:00,10.65,0,17.32
01.07.1986 00:00:00,10.11,0,18.69
02.07.1986 00:00:00,9.54,7.1,14.94
03.07.1986 00:00:00,8.89,0,13.07
04.07.1986 00:00:00,8.12,0,14.98
05.07.1986 00:00:00,7.63,0,18.49
06.07.1986 00:00:00,7.14,0,14.46
07.07.1986 00:00:00,6.87,0,15.4
08.07.1986 00:00:00,6.36,0,18.43
09.07.1986 00:00:00,6.03,0,17.83
10.07.1986 00:00:00,6.03,0,20.58
11.07.1986 00:00:00,5.73,0,22.13
12.07.1986 00:00:00,5.5,0,16.92
13.07.1986 00:00:00,5.5,22.5,15.15
14.07.1986 00:00:00,5.5,1.1,12.37
15.07.1986 00:00:00,5.47,0,13.3
16.07.1986 00:00:00,5.07,0,15.91
17.07.1986 00:00:00,4.77,1.4,19.05
18.07.1986 00:00:00,4.52,0,19.33
19.07.1986 00:00:00,4.48,0,20.13
20.07.1986 00:00:00,4.2,5.7,21.84
21.07.1986 00:00:00,4.3,10.3,17.85
22.07.1986 00:00:00,4.07,0,21.25
23.07.1986 00:00:00,4.03,9.1,19.83
24.07.1986 00:00:00,4.18,4.8,19.68
25.07.1986 00:00:00,4.28,0,21.15
26.07.1986 00:00:00,5.26,10.5,19.36
27.07.1986 00:00:00,6.57,1.7,19.17
28.07.1986 00:00:00,6.36,1.4,18.78
29.07.1986 00:00:00,6.19,2,19.07
30.07.1986 00:00:00,6.03,1.5,19.52
31.07.1986 00:00:00,6.03,0,18.64
01.08.1986 00:00:00,5.69,1.2,14.97
02.08.1986 00:00:00,5.5,6.8,14.05
03.08.1986 00:00:00,5.5,1.9,17.37
04.08.1986 00:00:00,5.5,20,19.28
05.08.1986 00:00:00,6.97,0,15.74
06.08.1986 00:00:00,7.06,0,16.11
07.08.1986 00:00:00,7.14,0,16.92
08.08.1986 00:00:00,7.14,0,18.59
09.08.1986 00:00:00,7.12,1.1,15.08
10.08.1986 00:00:00,6.67,1.4,11.9
11.08.1986 00:00:00,6.18,1.7,10.68
12.08.1986 00:00:00,6.03,1.2,13.64
13.08.1986 00:00:00,6.03,0,18.73
14.08.1986 00:00:00,5.71,0,17.49
15.08.1986 00:00:00,5.5,0,17.24
16.08.1986 00:00:00,5.23,0,15.98
17.08.1986 00:00:00,4.99,0,13.9
18.08.1986 00:00:00,4.69,0,14.94
19.08.1986 00:00:00,4.5,0,16.64
20.08.1986 00:00:00,4.48,1,19.19
21.08.1986 00:00:00,4.31,2.6,14.97
22.08.1986 00:00:00,4.03,0,15.77
23.08.1986 00:00:00,4.03,0,19.27
24.08.1986 00:00:00,4.03,0,20.04
25.08.1986 00:00:00,3.76,0,20.12
26.08.1986 00:00:00,3.63,0,19.98
27.08.1986 00:00:00,3.45,0,21.53
28.08.1986 00:00:00,3.27,0,20.97
29.08.1986 00:00:00,3.17,0,18.51
30.08.1986 00:00:00,3.17,0,16.3
31.08.1986 00:00:00,3.17,0,16.05
01.09.1986 00:00:00,3.17,0,17.28
02.09.1986 00:00:00,3.17,0,17.43
03.09.1986 00:00:00,3.15,0,17.61
04.09.1986 00:00:00,3.11,4.1,15.88
05.09.1986 00:00:00,2.79,1.1,15.15
06.09.1986 00:00:00,2.78,0,16.04
07.09.1986 00:00:00,2.83,0,16.97
08.09.1986 00:00:00,2.78,0,18.12
09.09.1986 00:00:00,2.78,0,18.63
10.09.1986 00:00:00,2.78,0,18.77
11.09.1986 00:00:00,2.78,0,19.02
12.09.1986 00:00:00,2.78,0,20.57
13.09.1986 00:00:00,2.78,0,20.52
14.09.1986 00:00:00,2.62,0,19.86
15.09.1986 00:00:00,2.47,0,20.92
16.09.1986 00:00:00,2.49,21,17.41
17.09.1986 00:00:00,2.97,15.2,14.82
18.09.1986 00:00:00,3.2,4,13.68
19.09.1986 00:00:00,3.17,1.1,12.1
20.09.1986 00:00:00,3.17,0,11.16
21.09.1986 00:00:00,3.17,0,10.25
22.09.1986 00:00:00,3.26,0,11.16
23.09.1986 00:00:00,3.17,0,12.83
24.09.1986 00:00:00,3.17,0,11.74
25.09.1986 00:00:00,3.17,0,12.04
26.09.1986 00:00:00,3.17,0,13.36
27.09.1986 00:00:00,3.17,0,14.2
28.09.1986 00:00:00,3.01,0,13.4
29.09.1986 00:00:00,2.83,0,14.87
30.09.1986 00:00:00,2.78,0,14.51
01.10.1986 00:00:00,2.78,0.7,14.39
02.10.1986 00:00:00,2.78,1.5,11.9
03.10.1986 00:00:00,2.78,1.6,10.62
04.10.1986 00:00:00,2.78,0.6,8.77
05.10.1986 00:00:00,2.78,2.2,7.12
06.10.1986 00:00:00,2.78,2.7,8.14
07.10.1986 00:00:00,2.78,0,8.17
08.10.1986 00:00:00,2.78,1.1,7.24
09.10.1986 00:00:00,2.78,0,5.96
10.10.1986 00:00:00,2.78,0,5.16
11.10.1986 00:00:00,2.78,0,5.99
12.10.1986 00:00:00,3.04,0,5.91
13.10.1986 00:00:00,2.78,0,6.69
14.10.1986 00:00:00,2.78,0,8.35
15.10.1986 00:00:00,2.78,0,9.9
16.10.1986 00:00:00,2.74,0,9.72
17.10.1986 00:00:00,2.58,0,9.46
18.10.1986 00:00:00,2.43,10.1,10.7
19.10.1986 00:00:00,2.71,1.8,8.21
20.10.1986 00:00:00,2.66,7.4,5.51
21.10.1986 00:00:00,2.76,2.2,5.02
22.10.1986 00:00:00,2.76,4,5.3
23.10.1986 00:00:00,2.79,2.2,6.78
24.10.1986 00:00:00,2.78,11,8.93
25.10.1986 00:00:00,3.11,0,10.94
26.10.1986 00:00:00,3.17,0,8.47
27.10.1986 00:00:00,3.17,0,7.25
28.10.1986 00:00:00,3.63,0,8.7
29.10.1986 00:00:00,4.03,0,8.52
30.10.1986 00:00:00,4.01,0,7.16
31.10.1986 00:00:00,3.95,0,5.37
01.11.1986 00:00:00,3.85,1.7,4.51
02.11.1986 00:00:00,3.42,2.7,5.02
03.11.1986 00:00:00,3.17,0,3.36
04.11.1986 00:00:00,3.17,0,3.12
05.11.1986 00:00:00,3.5,10.3,5.37
06.11.1986 00:00:00,4.03,0,3.26
07.11.1986 00:00:00,4.03,3.9,1.7
08.11.1986 00:00:00,4.12,2.3,0.87
09.11.1986 00:00:00,4.5,5.6,0.87
10.11.1986 00:00:00,5.26,2.3,1.54
11.11.1986 00:00:00,6.03,0,2.2
12.11.1986 00:00:00,6.69,0,-0.31
13.11.1986 00:00:00,7.14,0,-1.47
14.11.1986 00:00:00,7.14,0,-3.25
15.11.1986 00:00:00,7.11,8.1,-0.74
16.11.1986 00:00:00,7.78,6.7,3.89
17.11.1986 00:00:00,9.44,2.2,8.66
18.11.1986 00:00:00,10.69,5,8.67
19.11.1986 00:00:00,12.13,6.7,4.67
20.11.1986 00:00:00,13.01,0,4.93
21.11.1986 00:00:00,13.01,0,5.72
22.11.1986 00:00:00,12.56,0,5.76
23.11.1986 00:00:00,11.73,0,4.83
24.11.1986 00:00:00,10.89,0,6.45
25.11.1986 00:00:00,10.19,0,4.95
26.11.1986 00:00:00,9.24,0,4.39
27.11.1986 00:00:00,8.89,0,1.31
28.11.1986 00:00:00,8.07,0,-3.03
29.11.1986 00:00:00,7.53,0,-5.21
30.11.1986 00:00:00,7.46,0,-4.28
01.12.1986 00:00:00,7.11,2.6,0.64
02.12.1986 00:00:00,6.57,2.1,1.28
03.12.1986 00:00:00,6.03,0,-4.42
04.12.1986 00:00:00,6.03,0,-5.49
05.12.1986 00:00:00,5.8,0,-5.22
06.12.1986 00:00:00,5.5,0,-3.82
07.12.1986 00:00:00,5.5,0,-3.69
08.12.1986 00:00:00,5.48,0,-1.62
09.12.1986 00:00:00,5.11,0,-0.31
10.12.1986 00:00:00,4.91,0,1.35
11.12.1986 00:00:00,4.73,3.6,3.95
12.12.1986 00:00:00,4.5,1.4,4.32
13.12.1986 00:00:00,4.5,2,3.51
14.12.1986 00:00:00,4.5,0,3.56
15.12.1986 00:00:00,4.5,0,2.43
16.12.1986 00:00:00,4.46,0,-1.64
17.12.1986 00:00:00,4.29,0,-2.49
18.12.1986 00:00:00,4.45,0,-0.78
19.12.1986 00:00:00,4.19,0,-0.58
20.12.1986 00:00:00,4.28,0,-3.5
21.12.1986 00:00:00,4.06,0,-3.75
22.12.1986 00:00:00,4.03,1.7,-1.88
23.12.1986 00:00:00,4.03,0,-0.2
24.12.1986 00:00:00,4.13,4.7,3.42
25.12.1986 00:00:00,4.39,2.5,5.83
26.12.1986 00:00:00,5.02,2,5.34
27.12.1986 00:00:00,5.66,0,3.16
28.12.1986 00:00:00,6.31,0,4.06
29.12.1986 00:00:00,7.12,0,1.26
30.12.1986 00:00:00,7.46,0,-3.49
31.12.1986 00:00:00,7.71,0,-5.95
01.01.1987 00:00:00,7.71,0,-5.12
02.01.1987 00:00:00,7.51,2.1,-2.48
03.01.1987 00:00:00,7.14,5.7,-0.73
04.01.1987 00:00:00,7.14,3.8,0.38
05.01.1987 00:00:00,6.87,1.6,-5.2
06.01.1987 00:00:00,6.37,0,-15.48
07.01.1987 00:00:00,6.15,2.7,-11.68
08.01.1987 00:00:00,6.03,0,-4.35
09.01.1987 00:00:00,5.96,0,-1.87
10.01.1987 00:00:00,5.82,0,-2.17
11.01.1987 00:00:00,5.5,5.5,-2.52
12.01.1987 00:00:00,5.5,3.8,1.87
13.01.1987 00:00:00,5.48,6.6,0.87
14.01.1987 00:00:00,5.23,4.3,-0.1
15.01.1987 00:00:00,4.92,1.5,-1.67
16.01.1987 00:00:00,4.5,0,-3.97
17.01.1987 00:00:00,4.5,0,-4.25
18.01.1987 00:00:00,4.5,0,-6.89
19.01.1987 00:00:00,4.5,0,-10.23
20.01.1987 00:00:00,4.46,0,-8.18
21.01.1987 00:00:00,4.16,0,-6.73
22.01.1987 00:00:00,4.15,0,-10.37
23.01.1987 00:00:00,4.05,0,-12.49
24.01.1987 00:00:00,4.03,0,-6.86
25.01.1987 00:00:00,4.03,0,-2.47
26.01.1987 00:00:00,4.03,0,-4.63
27.01.1987 00:00:00,4.03,0,-9.04
28.01.1987 00:00:00,4.03,0,-10.44
29.01.1987 00:00:00,4.03,0,-6.99
30.01.1987 00:00:00,4.01,7,-0.6
31.01.1987 00:00:00,4.03,0,1.21
01.02.1987 00:00:00,4.03,0.8,0.42
02.02.1987 00:00:00,4.12,0,0.79
03.02.1987 00:00:00,4.53,0,1.2
04.02.1987 00:00:00,5.57,1.6,0.55
05.02.1987 00:00:00,7.28,0,1.73
06.02.1987 00:00:00,9.88,0,0.07
07.02.1987 00:00:00,10.77,0,0.14
08.02.1987 00:00:00,10.77,0,-1.46
09.02.1987 00:00:00,10.77,0,-2.81
10.02.1987 00:00:00,10.77,0,-0.53
11.02.1987 00:00:00,10.77,0,0.22
12.02.1987 00:00:00,10.15,0,-0.12
13.02.1987 00:00:00,9.63,0,2.09
14.02.1987 00:00:00,9.62,0,0.53
15.02.1987 00:00:00,9.77,0,-1.33
16.02.1987 00:00:00,9.51,3.2,0.06
17.02.1987 00:00:00,9.68,2,2.41
18.02.1987 00:00:00,10.45,0,2.3
19.02.1987 00:00:00,11.84,0.7,0.87
20.02.1987 00:00:00,13.03,9.1,4.56
21.02.1987 00:00:00,17.72,4.7,7.22
22.02.1987 00:00:00,21.76,5.8,8.01
23.02.1987 00:00:00,22.99,1.4,8.49
24.02.1987 00:00:00,22.94,0,2.74
25.02.1987 00:00:00,21.8,0,0.97
26.02.1987 00:00:00,20.86,0,5.44
27.02.1987 00:00:00,20.8,9.7,7.9
28.02.1987 00:00:00,21.48,2.8,4.61
01.03.1987 00:00:00,21.67,4.6,4.27
02.03.1987 00:00:00,22.29,2.7,5.95
03.03.1987 00:00:00,22.62,0,3.21
04.03.1987 00:00:00,22.69,1.5,7.35
05.03.1987 00:00:00,22.31,6.4,6.47
06.03.1987 00:00:00,22.11,5.3,3.69
07.03.1987 00:00:00,21.68,3.1,3.55
08.03.1987 00:00:00,21.85,8.5,4.48
09.03.1987 00:00:00,23.22,2.8,6.59
10.03.1987 00:00:00,23.27,0,4.34
11.03.1987 00:00:00,23.18,0,2.59
12.03.1987 00:00:00,22.62,0,2.27
13.03.1987 00:00:00,21.74,0,2.4
14.03.1987 00:00:00,20.62,0,4.86
15.03.1987 00:00:00,19.7,0,5.01
16.03.1987 00:00:00,19.29,0,5.79
17.03.1987 00:00:00,19.29,8.1,5.66
18.03.1987 00:00:00,19.43,13.8,6.5
19.03.1987 00:00:00,20.2,2.9,8.69
20.03.1987 00:00:00,20.52,0,9.55
21.03.1987 00:00:00,20.47,8.4,7.72
22.03.1987 00:00:00,20.48,1.7,4.54
23.03.1987 00:00:00,20.15,0,6.92
24.03.1987 00:00:00,19.29,0,6.69
25.03.1987 00:00:00,18.55,0,5.47
26.03.1987 00:00:00,17.43,0,5.34
27.03.1987 00:00:00,16.37,0,6.28
28.03.1987 00:00:00,15.48,0,8.27
29.03.1987 00:00:00,14.69,0,10.14
30.03.1987 00:00:00,13.93,0,11.38
31.03.1987 00:00:00,12.95,0,12.26
01.04.1987 00:00:00,12.48,0,12.41
02.04.1987 00:00:00,11.66,0,11.44
03.04.1987 00:00:00,10.76,0,9.76
04.04.1987 00:00:00,10.21,0,5.43
05.04.1987 00:00:00,9.63,0,6.44
06.04.1987 00:00:00,8.99,0,6.29
07.04.1987 00:00:00,8.74,0,8.4
08.04.1987 00:00:00,8.17,0,10.27
